Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,8759.806397,8461.785469,9311.411094,9034.707811,8830.900456,7444.660734,8596.355885,9714.936287,10796.86237
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,964.4497934,958.1743981,1024.162826,1065.22658,1097.76355,1081.797482,1153.750929,1265.525405,1306.234785
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,705.461511,633.7014685,645.9847383,654.3451713,676.7098007,651.4533784,680.0527236,763.3227248,900.9632581
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,167187.1573,165375.4914,170547.0923,174988.7751,166907.8393,164671.0936,196783.7294,186400.2338,7820.232404
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,4060.131397,4149.761055,4401.05567,4360.584735,4082.694049,3846.174496,3999.337647,3342.719896,3827.964956
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,1841.845261,1891.002551,2017.256138,2076.456711,2152.161879,2057.146291,2300.761243,2423.841467,2415.598545
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,4187.844069,4176.467505,4507.725907,4738.203403,4791.420883,4585.375759,5345.679193,5551.335146,5658.547496
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1121.198513,992.4918407,1069.366732,1170.655697,1082.057068,918.5825774,1066.586451,1029.995533,916.2829793
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,8228.521903,8192.827243,9032.31848,9850.361151,9991.404016,9734.689593,11597.48556,12082.0001,12184.20708
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,14300.25537,14981.62081,16884.71003,19368.5391,19727.76075,20541.82499,23934.72849,25085.78406,27786.00578
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,105462.0126,106899.2935,110193.2138,116786.5117,112726.4397,116905.3704,133711.7944,125006.0218,128678.1899
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,13321.97531,13838.52668,15132.49583,17252.17104,17294.97516,17564.23215,20262.84339,20229.46136,22502.84299
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,70070.2918,69074.0363,77704.92153,83761.81718,81967.69917,36976.25611,45376.31459,36909.95641,67476.52908
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6154.495935,5968.538696,6446.312069,6865.5731075,19033.06496,6247.5969245,21668.37765,7606.237525,7820.232404
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3146.247803,3140.855469,3296.526611,3501.697998,3508.097656,3268.030273,3785.936279,3455.39624,3771.446289
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,170437.1012,173604.7536,170663.3752,188298.3157,193746.7856,176891.8865,223823.364,226052.0019,256580.5151
